PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,AgeMissing,Ticket_clean,TicketPrefix,FareMissing,CabinKnown,CabinDeck,FamilySize,IsAlone,LogFare,FarePerPerson,TicketGroupSize,TicketGroupFarePerPerson,AgeBand,FareBand,Sex_Pclass,Sex_AgeBand,Embarked_Pclass,Pclass_FareBand,Survived
334,3,male,16.0,2,0,18.0,S,0,345764,NONE,0,0,Unknown,3,0,2.9444389791664403,6.0,2,9.0,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",0
335,1,female,35.0,1,0,133.65,S,1,PC 17611,PC,0,0,Unknown,2,0,4.902678819257608,66.825,2,66.825,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
336,3,male,25.0,0,0,7.8958,S,1,349225,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
337,1,male,29.0,1,0,66.6,S,0,113776,NONE,0,1,C,2,0,4.213607983048918,33.3,2,33.3,"(25.0, 30.0]","(39.688, 512.329]",male_1,"male_(25.0, 30.0]",S_1,"1_(39.688, 512.329]",0
338,1,female,41.0,0,0,134.5,C,0,16966,NONE,0,1,E,1,1,4.908971640319756,134.5,2,67.25,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
339,3,male,45.0,0,0,8.05,S,0,7598,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",1
340,1,male,45.0,0,0,35.5,S,0,113784,NONE,0,1,T,1,1,3.597312260588446,35.5,1,35.5,"(40.0, 80.0]","(21.679, 39.688]",male_1,"male_(40.0, 80.0]",S_1,"1_(21.679, 39.688]",0
341,2,male,2.0,1,1,26.0,S,0,230080,NONE,0,1,F,3,0,3.295836866004329,8.666666666666666,3,8.666666666666666,"(0.419, 20.0]","(21.679, 39.688]",male_2,"male_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
342,1,female,24.0,3,2,263.0,S,0,19950,NONE,0,1,C,6,0,5.575949103146316,43.833333333333336,4,65.75,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",S_1,"1_(39.688, 512.329]",1
343,2,male,28.0,0,0,13.0,S,0,248740,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
344,2,male,25.0,0,0,13.0,S,0,244361,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(20.0, 25.0]","(10.5, 21.679]",male_2,"male_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",0
345,2,male,36.0,0,0,13.0,S,0,229236,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",male_2,"male_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",0
346,2,female,24.0,0,0,13.0,S,0,248733,NONE,0,1,F,1,1,2.6390573296152584,13.0,1,13.0,"(20.0, 25.0]","(10.5, 21.679]",female_2,"female_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",1
347,2,female,40.0,0,0,13.0,S,0,31418,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
348,3,female,21.5,1,0,16.1,S,1,386525,NONE,0,0,Unknown,2,0,2.8390784635086144,8.05,1,16.1,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",1
349,3,male,3.0,1,1,15.9,S,0,C A 37671,C,0,0,Unknown,3,0,2.827313621929028,5.3,2,7.95,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",1
350,3,male,42.0,0,0,8.6625,S,0,315088,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",0
351,3,male,23.0,0,0,9.225,S,0,7267,NONE,0,0,Unknown,1,1,2.324835701928865,9.225,1,9.225,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
352,1,male,40.0,0,0,35.0,S,1,113510,NONE,0,1,C,1,1,3.58351893845611,35.0,1,35.0,"(30.0, 40.0]","(21.679, 39.688]",male_1,"male_(30.0, 40.0]",S_1,"1_(21.679, 39.688]",0
353,3,male,15.0,1,1,7.2292,C,0,2695,NONE,0,0,Unknown,3,0,2.1076888046179385,2.409733333333333,1,7.2292,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",C_3,"3_(-0.001, 7.854]",0
354,3,male,25.0,1,0,17.8,S,0,349237,NONE,0,0,Unknown,2,0,2.933856869835904,8.9,2,8.9,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",0
355,3,male,25.0,0,0,7.225,C,1,2647,NONE,0,0,Unknown,1,1,2.107178296651436,7.225,1,7.225,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",0
356,3,male,28.0,0,0,9.5,S,0,345783,NONE,0,0,Unknown,1,1,2.3513752571634776,9.5,1,9.5,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
357,1,female,22.0,0,1,55.0,S,0,113505,NONE,0,1,E,2,0,4.02535169073515,27.5,2,27.5,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",S_1,"1_(39.688, 512.329]",1
358,2,female,38.0,0,0,13.0,S,0,237671,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",0
359,3,female,21.5,0,0,7.8792,Q,1,330931,NONE,0,0,Unknown,1,1,2.1837114628556327,7.8792,1,7.8792,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",Q_3,"3_(7.854, 10.5]",1
360,3,female,21.5,0,0,7.8792,Q,1,330980,NONE,0,0,Unknown,1,1,2.1837114628556327,7.8792,1,7.8792,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",Q_3,"3_(7.854, 10.5]",1
361,3,male,40.0,1,4,27.9,S,0,347088,NONE,0,0,Unknown,6,0,3.3638415951183864,4.65,6,4.65,"(30.0, 40.0]","(21.679, 39.688]",male_3,"male_(30.0, 40.0]",S_3,"3_(21.679, 39.688]",0
362,2,male,29.0,1,0,27.7208,C,0,SC PARIS 2167,SC,0,0,Unknown,2,0,3.357621598945279,13.8604,1,27.7208,"(25.0, 30.0]","(21.679, 39.688]",male_2,"male_(25.0, 30.0]",C_2,"2_(21.679, 39.688]",0
363,3,female,45.0,0,1,14.4542,C,0,2691,NONE,0,0,Unknown,2,0,2.737880811060884,7.2271,2,7.2271,"(40.0, 80.0]","(10.5, 21.679]",female_3,"female_(40.0, 80.0]",C_3,"3_(10.5, 21.679]",0
364,3,male,35.0,0,0,7.05,S,0,SOTON O Q 3101310,SOTON,0,0,Unknown,1,1,2.0856720914304723,7.05,1,7.05,"(30.0, 40.0]","(-0.001, 7.854]",male_3,"male_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
365,3,male,25.0,1,0,15.5,Q,1,370365,NONE,0,0,Unknown,2,0,2.803360380906535,7.75,2,7.75,"(20.0, 25.0]","(10.5, 21.679]",male_3,"male_(20.0, 25.0]",Q_3,"3_(10.5, 21.679]",0
366,3,male,30.0,0,0,7.25,S,0,C 7076,C,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(25.0, 30.0]","(-0.001, 7.854]",male_3,"male_(25.0, 30.0]",S_3,"3_(-0.001, 7.854]",0
367,1,female,60.0,1,0,75.25,C,0,110813,NONE,0,1,D,2,0,4.334017415487521,37.625,1,75.25,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
368,3,female,21.5,0,0,7.2292,C,1,2626,NONE,0,0,Unknown,1,1,2.1076888046179385,7.2292,1,7.2292,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",C_3,"3_(-0.001, 7.854]",1
369,3,female,21.5,0,0,7.75,Q,1,14313,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",1
370,1,female,24.0,0,0,69.3,C,0,PC 17477,PC,0,1,B,1,1,4.252771798816619,69.3,2,34.65,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
371,1,male,25.0,1,0,55.4417,C,0,11765,NONE,0,1,E,2,0,4.0332082470129285,27.72085,1,55.4417,"(20.0, 25.0]","(39.688, 512.329]",male_1,"male_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
372,3,male,18.0,1,0,6.4958,S,0,3101267,NONE,0,0,Unknown,2,0,2.014342863683701,3.2479,1,6.4958,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
373,3,male,19.0,0,0,8.05,S,0,323951,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
374,1,male,22.0,0,0,135.6333,C,0,PC 17760,PC,0,0,Unknown,1,1,4.91730069488021,135.6333,3,45.2111,"(20.0, 25.0]","(39.688, 512.329]",male_1,"male_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",0
375,3,female,3.0,3,1,21.075,S,0,349909,NONE,0,0,Unknown,5,0,3.0944457464900235,4.215,4,5.26875,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",0
376,1,female,35.0,1,0,82.1708,C,1,PC 17604,PC,0,0,Unknown,2,0,4.420896324687287,41.0854,2,41.0854,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",C_1,"1_(39.688, 512.329]",1
377,3,female,22.0,0,0,7.25,S,0,C 7077,C,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",female_3,"female_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
378,1,male,27.0,0,2,211.5,C,0,113503,NONE,0,1,C,3,0,5.358941988364472,70.5,1,211.5,"(25.0, 30.0]","(39.688, 512.329]",male_1,"male_(25.0, 30.0]",C_1,"1_(39.688, 512.329]",0
379,3,male,20.0,0,0,4.0125,C,0,2648,NONE,0,0,Unknown,1,1,1.6119347926326877,4.0125,1,4.0125,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",C_3,"3_(-0.001, 7.854]",0
380,3,male,19.0,0,0,7.775,S,0,347069,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
381,1,female,42.0,0,0,227.525,C,0,PC 17757,PC,0,0,Unknown,1,1,5.4316456135398825,227.525,4,56.88125,"(40.0, 80.0]","(39.688, 512.329]",female_1,"female_(40.0, 80.0]",C_1,"1_(39.688, 512.329]",1
382,3,female,1.0,0,2,15.7417,C,0,2653,NONE,0,0,Unknown,3,0,2.817902613071225,5.247233333333333,2,7.87085,"(0.419, 20.0]","(10.5, 21.679]",female_3,"female_(0.419, 20.0]",C_3,"3_(10.5, 21.679]",1
383,3,male,32.0,0,0,7.925,S,0,STON O 2 3101293,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",0
384,1,female,35.0,1,0,52.0,S,0,113789,NONE,0,0,Unknown,2,0,3.970291913552122,26.0,2,26.0,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
385,3,male,25.0,0,0,7.8958,S,1,349227,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
386,2,male,18.0,0,0,73.5,S,0,S O C 14879,S,0,0,Unknown,1,1,4.310799125385514,73.5,5,14.7,"(0.419, 20.0]","(39.688, 512.329]",male_2,"male_(0.419, 20.0]",S_2,"2_(39.688, 512.329]",0
387,3,male,1.0,5,2,46.9,S,0,CA 2144,CA,0,0,Unknown,8,0,3.8691155044168695,5.8625,6,7.816666666666666,"(0.419, 20.0]","(39.688, 512.329]",male_3,"male_(0.419, 20.0]",S_3,"3_(39.688, 512.329]",0
388,2,female,36.0,0,0,13.0,S,0,27849,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(30.0, 40.0]","(10.5, 21.679]",female_2,"female_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",1
389,3,male,25.0,0,0,7.7292,Q,1,367655,NONE,0,0,Unknown,1,1,2.166673727622708,7.7292,1,7.7292,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
390,2,female,17.0,0,0,12.0,C,0,SC 1748,SC,0,0,Unknown,1,1,2.5649493574615367,12.0,1,12.0,"(0.419, 20.0]","(10.5, 21.679]",female_2,"female_(0.419, 20.0]",C_2,"2_(10.5, 21.679]",1
391,1,male,36.0,1,2,120.0,S,0,113760,NONE,0,1,B,4,0,4.795790545596741,30.0,4,30.0,"(30.0, 40.0]","(39.688, 512.329]",male_1,"male_(30.0, 40.0]",S_1,"1_(39.688, 512.329]",1
392,3,male,21.0,0,0,7.7958,S,0,350034,NONE,0,0,Unknown,1,1,2.174274334826008,7.7958,1,7.7958,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",1
393,3,male,28.0,2,0,7.925,S,0,3101277,NONE,0,0,Unknown,3,0,2.188856327665703,2.6416666666666666,1,7.925,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
394,1,female,23.0,1,0,113.275,C,0,35273,NONE,0,1,D,2,0,4.738607824217808,56.6375,3,37.75833333333333,"(20.0, 25.0]","(39.688, 512.329]",female_1,"female_(20.0, 25.0]",C_1,"1_(39.688, 512.329]",1
395,3,female,24.0,0,2,16.7,S,0,PP 9549,OTHER,0,1,G,3,0,2.873564639579784,5.566666666666666,2,8.35,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",1
396,3,male,22.0,0,0,7.7958,S,0,350052,NONE,0,0,Unknown,1,1,2.174274334826008,7.7958,1,7.7958,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
397,3,female,31.0,0,0,7.8542,S,0,350407,NONE,0,0,Unknown,1,1,2.180891922715322,7.8542,1,7.8542,"(30.0, 40.0]","(-0.001, 7.854]",female_3,"female_(30.0, 40.0]",S_3,"3_(-0.001, 7.854]",0
398,2,male,46.0,0,0,26.0,S,0,28403,NONE,0,0,Unknown,1,1,3.295836866004329,26.0,2,13.0,"(40.0, 80.0]","(21.679, 39.688]",male_2,"male_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",0
399,2,male,23.0,0,0,10.5,S,0,244278,NONE,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(20.0, 25.0]","(7.854, 10.5]",male_2,"male_(20.0, 25.0]",S_2,"2_(7.854, 10.5]",0
400,2,female,28.0,0,0,12.65,S,0,240929,NONE,0,0,Unknown,1,1,2.613739521630969,12.65,1,12.65,"(25.0, 30.0]","(10.5, 21.679]",female_2,"female_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",1
401,3,male,39.0,0,0,7.925,S,0,STON O 2 3101289,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",1
402,3,male,26.0,0,0,8.05,S,0,341826,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
403,3,female,21.0,1,0,9.825,S,0,4137,NONE,0,0,Unknown,2,0,2.381858273888553,4.9125,1,9.825,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
404,3,male,28.0,1,0,15.85,S,0,STON O2 3101279,STON,0,0,Unknown,2,0,2.8243506567983707,7.925,2,7.925,"(25.0, 30.0]","(10.5, 21.679]",male_3,"male_(25.0, 30.0]",S_3,"3_(10.5, 21.679]",0
405,3,female,20.0,0,0,8.6625,S,0,315096,NONE,0,0,Unknown,1,1,2.2682524139135403,8.6625,1,8.6625,"(0.419, 20.0]","(7.854, 10.5]",female_3,"female_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
406,2,male,34.0,1,0,21.0,S,0,28664,NONE,0,0,Unknown,2,0,3.091042453358316,10.5,1,21.0,"(30.0, 40.0]","(10.5, 21.679]",male_2,"male_(30.0, 40.0]",S_2,"2_(10.5, 21.679]",0
407,3,male,51.0,0,0,7.75,S,0,347064,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(40.0, 80.0]","(-0.001, 7.854]",male_3,"male_(40.0, 80.0]",S_3,"3_(-0.001, 7.854]",0
408,2,male,3.0,1,1,18.75,S,0,29106,NONE,0,0,Unknown,3,0,2.9831534913471307,6.25,3,6.25,"(0.419, 20.0]","(10.5, 21.679]",male_2,"male_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",1
409,3,male,21.0,0,0,7.775,S,0,312992,NONE,0,0,Unknown,1,1,2.1719067693519296,7.775,1,7.775,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
410,3,female,21.5,3,1,25.4667,S,1,4133,NONE,0,0,Unknown,5,0,3.275887339030031,5.09334,4,6.366675,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
411,3,male,25.0,0,0,7.8958,S,1,349222,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
412,3,male,25.0,0,0,6.8583,Q,1,394140,NONE,0,0,Unknown,1,1,2.061570298060867,6.8583,1,6.8583,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
413,1,female,33.0,1,0,90.0,Q,0,19928,NONE,0,1,C,2,0,4.51085950651685,45.0,2,45.0,"(30.0, 40.0]","(39.688, 512.329]",female_1,"female_(30.0, 40.0]",Q_1,"1_(39.688, 512.329]",1
414,2,male,30.0,0,0,0.0,S,1,239853,NONE,0,0,Unknown,1,1,0.0,0.0,3,0.0,"(25.0, 30.0]","(-0.001, 7.854]",male_2,"male_(25.0, 30.0]",S_2,"2_(-0.001, 7.854]",0
415,3,male,44.0,0,0,7.925,S,0,STON O 2 3101269,STON,0,0,Unknown,1,1,2.188856327665703,7.925,1,7.925,"(40.0, 80.0]","(7.854, 10.5]",male_3,"male_(40.0, 80.0]",S_3,"3_(7.854, 10.5]",1
416,3,female,21.5,0,0,8.05,S,1,343095,NONE,0,0,Unknown,1,1,2.2027647577118348,8.05,1,8.05,"(20.0, 25.0]","(7.854, 10.5]",female_3,"female_(20.0, 25.0]",S_3,"3_(7.854, 10.5]",0
417,2,female,34.0,1,1,32.5,S,0,28220,NONE,0,0,Unknown,3,0,3.5115454388310208,10.833333333333334,1,32.5,"(30.0, 40.0]","(21.679, 39.688]",female_2,"female_(30.0, 40.0]",S_2,"2_(21.679, 39.688]",1
418,2,female,18.0,0,2,13.0,S,0,250652,NONE,0,0,Unknown,3,0,2.6390573296152584,4.333333333333333,1,13.0,"(0.419, 20.0]","(10.5, 21.679]",female_2,"female_(0.419, 20.0]",S_2,"2_(10.5, 21.679]",1
419,2,male,30.0,0,0,13.0,S,0,28228,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",male_2,"male_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",0
420,3,female,10.0,0,2,24.15,S,0,345773,NONE,0,0,Unknown,3,0,3.224857896545748,8.049999999999999,3,8.049999999999999,"(0.419, 20.0]","(21.679, 39.688]",female_3,"female_(0.419, 20.0]",S_3,"3_(21.679, 39.688]",0
421,3,male,25.0,0,0,7.8958,C,1,349254,NONE,0,0,Unknown,1,1,2.1855792552411137,7.8958,1,7.8958,"(20.0, 25.0]","(7.854, 10.5]",male_3,"male_(20.0, 25.0]",C_3,"3_(7.854, 10.5]",0
422,3,male,21.0,0,0,7.7333,Q,0,A 5 13032,A,0,0,Unknown,1,1,2.167143305297764,7.7333,1,7.7333,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
423,3,male,29.0,0,0,7.875,S,0,315082,NONE,0,0,Unknown,1,1,2.18323833536148,7.875,1,7.875,"(25.0, 30.0]","(7.854, 10.5]",male_3,"male_(25.0, 30.0]",S_3,"3_(7.854, 10.5]",0
424,3,female,28.0,1,1,14.4,S,0,347080,NONE,0,0,Unknown,3,0,2.734367509419584,4.8,2,7.2,"(25.0, 30.0]","(10.5, 21.679]",female_3,"female_(25.0, 30.0]",S_3,"3_(10.5, 21.679]",0
425,3,male,18.0,1,1,20.2125,S,0,370129,NONE,0,0,Unknown,3,0,3.0545906305603445,6.7375,2,10.10625,"(0.419, 20.0]","(10.5, 21.679]",male_3,"male_(0.419, 20.0]",S_3,"3_(10.5, 21.679]",0
426,3,male,25.0,0,0,7.25,S,1,A 4 34244,A,0,0,Unknown,1,1,2.110213200346589,7.25,1,7.25,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
427,2,female,28.0,1,0,26.0,S,0,2003,NONE,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(25.0, 30.0]","(21.679, 39.688]",female_2,"female_(25.0, 30.0]",S_2,"2_(21.679, 39.688]",1
428,2,female,19.0,0,0,26.0,S,0,250655,NONE,0,0,Unknown,1,1,3.295836866004329,26.0,2,13.0,"(0.419, 20.0]","(21.679, 39.688]",female_2,"female_(0.419, 20.0]",S_2,"2_(21.679, 39.688]",1
429,3,male,25.0,0,0,7.75,Q,1,364851,NONE,0,0,Unknown,1,1,2.169053700369523,7.75,1,7.75,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",Q_3,"3_(-0.001, 7.854]",0
430,3,male,32.0,0,0,8.05,S,0,SOTON O Q 392078,SOTON,0,1,E,1,1,2.2027647577118348,8.05,1,8.05,"(30.0, 40.0]","(7.854, 10.5]",male_3,"male_(30.0, 40.0]",S_3,"3_(7.854, 10.5]",1
431,1,male,28.0,0,0,26.55,S,0,110564,NONE,0,1,C,1,1,3.316002535598924,26.55,1,26.55,"(25.0, 30.0]","(21.679, 39.688]",male_1,"male_(25.0, 30.0]",S_1,"1_(21.679, 39.688]",1
432,3,female,21.5,1,0,16.1,S,1,376564,NONE,0,0,Unknown,2,0,2.8390784635086144,8.05,2,8.05,"(20.0, 25.0]","(10.5, 21.679]",female_3,"female_(20.0, 25.0]",S_3,"3_(10.5, 21.679]",1
433,2,female,42.0,1,0,26.0,S,0,SC AH 3085,SC,0,0,Unknown,2,0,3.295836866004329,13.0,1,26.0,"(40.0, 80.0]","(21.679, 39.688]",female_2,"female_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",1
434,3,male,17.0,0,0,7.125,S,0,STON O 2 3101274,STON,0,0,Unknown,1,1,2.094945728215801,7.125,1,7.125,"(0.419, 20.0]","(-0.001, 7.854]",male_3,"male_(0.419, 20.0]",S_3,"3_(-0.001, 7.854]",0
435,1,male,50.0,1,0,55.9,S,0,13507,NONE,0,1,E,2,0,4.041295341132285,27.95,2,27.95,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",0
436,1,female,14.0,1,2,120.0,S,0,113760,NONE,0,1,B,4,0,4.795790545596741,30.0,4,30.0,"(0.419, 20.0]","(39.688, 512.329]",female_1,"female_(0.419, 20.0]",S_1,"1_(39.688, 512.329]",1
437,3,female,21.0,2,2,34.375,S,0,W C 6608,W,0,0,Unknown,5,0,3.566005355963401,6.875,4,8.59375,"(20.0, 25.0]","(21.679, 39.688]",female_3,"female_(20.0, 25.0]",S_3,"3_(21.679, 39.688]",0
438,2,female,24.0,2,3,18.75,S,0,29106,NONE,0,0,Unknown,6,0,2.9831534913471307,3.125,3,6.25,"(20.0, 25.0]","(10.5, 21.679]",female_2,"female_(20.0, 25.0]",S_2,"2_(10.5, 21.679]",1
439,1,male,64.0,1,4,263.0,S,0,19950,NONE,0,1,C,6,0,5.575949103146316,43.833333333333336,4,65.75,"(40.0, 80.0]","(39.688, 512.329]",male_1,"male_(40.0, 80.0]",S_1,"1_(39.688, 512.329]",0
440,2,male,31.0,0,0,10.5,S,0,C A 18723,C,0,0,Unknown,1,1,2.4423470353692043,10.5,1,10.5,"(30.0, 40.0]","(7.854, 10.5]",male_2,"male_(30.0, 40.0]",S_2,"2_(7.854, 10.5]",0
441,2,female,45.0,1,1,26.25,S,0,F C C 13529,OTHER,0,0,Unknown,3,0,3.305053521109253,8.75,3,8.75,"(40.0, 80.0]","(21.679, 39.688]",female_2,"female_(40.0, 80.0]",S_2,"2_(21.679, 39.688]",1
442,3,male,20.0,0,0,9.5,S,0,345769,NONE,0,0,Unknown,1,1,2.3513752571634776,9.5,1,9.5,"(0.419, 20.0]","(7.854, 10.5]",male_3,"male_(0.419, 20.0]",S_3,"3_(7.854, 10.5]",0
443,3,male,25.0,1,0,7.775,S,0,347076,NONE,0,0,Unknown,2,0,2.1719067693519296,3.8875,1,7.775,"(20.0, 25.0]","(-0.001, 7.854]",male_3,"male_(20.0, 25.0]",S_3,"3_(-0.001, 7.854]",0
444,2,female,28.0,0,0,13.0,S,0,230434,NONE,0,0,Unknown,1,1,2.6390573296152584,13.0,1,13.0,"(25.0, 30.0]","(10.5, 21.679]",female_2,"female_(25.0, 30.0]",S_2,"2_(10.5, 21.679]",1
